Data;plano_contas_id;cliente;uf;valor_recebido
2024-01-01;21;Ramos;RN;10785.59
2023-09-09;22;Mendes;TO;33786.57
2023-09-03;31;Ferreira Alves e Filhos;AM;1988.99
2024-06-07;11;da Mota - ME;PB;22949.04
2023-06-09;21;Nascimento Oliveira S.A.;MT;48653.4
2023-08-25;21;da Luz e Filhos;AM;24868.89
2025-02-11;32;Sales;PE;45126.21
2025-02-09;11;Barros;PB;13774.39
2024-12-23;31;Campos;MA;9173.24
2024-01-06;31;Pinto Pinto e Filhos;SP;7374.39
2024-09-06;32;Ribeiro;MG;7958.88
2024-04-24;12;Gomes;MG;26372.22
2025-01-27;33;da Cunha Alves - EI;AP;42613.12
2023-10-07;12;Peixoto S/A;SC;24612.82
2024-10-18;21;Oliveira S.A.;RS;27785.79
2023-12-24;12;Almeida;PE;24815.3
2023-09-10;31;Pires;MT;34862.93
2023-06-06;31;Vieira Silva S.A.;PA;775.07
2024-06-18;32;Pires Ltda.;GO;43444.91
2023-04-04;32;Oliveira;PA;37160.8
2024-09-25;31;Castro e Filhos;CE;9951.45
2024-06-09;12;Cavalcanti;RS;13175.49
2024-03-10;32;Rocha Vieira - EI;AP;23836.41
2024-02-23;21;Azevedo Rocha e Filhos;MG;45095.11
2023-11-02;32;da Paz S/A;SP;22366.85
2025-03-15;22;Fernandes;ES;29544.34
2024-05-12;32;Souza;MG;34550.48
2024-04-07;33;da Costa e Filhos;PA;5663.46
2023-09-12;22;das Neves;RN;5238.15
2023-09-02;21;Alves e Filhos;MA;12430.35
2024-11-07;33;Araújo;MA;7485.06
2023-06-01;32;da Mata - EI;DF;16112.65
2025-01-28;11;Caldeira;RR;30359.14
2023-09-12;21;Freitas;SP;13115.4
2025-03-10;31;Ferreira Vieira Ltda.;SP;9174.87
2023-10-01;33;Nascimento Souza - ME;RJ;48462.06
2023-12-24;22;Barros;AM;21395.54
2023-08-02;12;Pinto;SE;10793.64
2025-03-10;12;Costa;BA;40874.07
2024-07-23;33;Melo;ES;7196.66
2023-06-01;12;Silveira;RJ;26551.54
2024-03-07;31;da Rosa;CE;4027.3
2024-12-18;33;Lima Ltda.;RR;6624.79
2024-10-03;21;Oliveira Ltda.;ES;4540.95
2025-02-15;11;Fernandes Monteiro - ME;PB;24759.3
2023-07-10;31;Moraes;PI;38160.95
2024-11-21;11;Barbosa;RN;45066.89
2024-07-20;21;Fogaça Ramos - EI;PA;21088.81
2025-03-15;12;Rocha Ltda.;RR;10061.17
2023-11-25;32;Porto Ltda.;GO;36546.49
2025-02-05;22;da Rosa;GO;13628.15
2024-12-21;21;Duarte e Filhos;SP;45233.82
2024-06-16;32;Costela;CE;45794.77
2024-04-04;11;Rocha S.A.;PB;40814.47
2023-09-10;33;da Costa;AL;7298.78
2024-05-03;22;Pires Barbosa S.A.;RN;40287.61
2023-08-08;31;Rodrigues - EI;DF;21567.13
2024-11-12;31;Castro;AL;40715.03
2023-07-19;12;Caldeira;SE;7529.76
2024-05-11;33;Farias S.A.;CE;4296.44
2025-02-07;21;Monteiro;PI;36038.12
2024-02-08;31;da Conceição S.A.;ES;47201.53
2024-09-13;33;da Costa e Filhos;TO;7874.84
2024-03-12;31;Ferreira;AL;33172.82
2024-07-28;32;Peixoto das Neves S/A;MA;44616.97
2023-09-18;33;Oliveira;MA;2256.81
2024-07-27;22;Fogaça;RN;35460.63
2023-12-01;32;da Mota e Filhos;MG;5666.97
2023-12-21;12;Farias S/A;AL;46707.52
2024-09-27;31;Sales - ME;PR;16075.2
2024-09-15;32;Fogaça S/A;GO;12827.93
2024-08-18;12;Pires;SC;30490.26
2023-05-06;22;Freitas;MS;8228.06
2024-09-26;11;Cunha;PI;12361.68
2025-03-27;11;Farias;MT;30979.0
2025-01-17;31;Porto Ltda.;AM;36083.17
2023-05-20;22;Lopes - ME;TO;20726.6
2024-07-22;22;das Neves;PR;27688.27
2024-11-08;12;Alves Lima e Filhos;SP;19586.34
2023-07-02;21;Moreira - ME;SC;22565.71
2024-10-30;33;Freitas;RS;33197.38
2024-07-13;32;Lima Dias - EI;TO;49745.52
2024-10-15;31;Sales;RR;9176.62
2023-08-20;12;Azevedo;DF;30600.68
2023-12-29;12;Sales;MT;27538.44
2024-05-31;21;Viana e Filhos;RO;7469.31
2023-06-21;21;Pinto Fernandes S.A.;SC;38425.5
2024-04-01;21;Gonçalves;PE;7996.41
2023-05-11;32;Alves - EI;SC;49499.47
2023-08-26;11;Costa Farias Ltda.;PB;3078.0
2024-03-04;11;Ferreira S.A.;DF;34193.28
2025-02-02;12;da Costa;ES;46311.83
2024-12-13;12;Novaes;RS;32682.16
2023-07-10;11;da Cruz;DF;26349.5
2024-01-12;11;Ramos;MT;30279.79
2023-12-22;31;Oliveira;CE;11433.14
2025-03-15;32;Pinto;PA;498.37
2024-06-14;12;Cardoso e Filhos;AL;38798.04
2025-02-05;33;Correia - EI;ES;47021.36
2024-08-01;32;Araújo Nunes e Filhos;DF;27366.15
2024-12-31;22;da Cruz Pereira S.A.;RJ;41905.0
2023-10-05;22;Moreira;AM;34671.49
2023-08-01;12;Azevedo;SP;18397.71
2024-12-04;33;da Conceição;SE;42485.23
2024-10-26;31;Ramos Ltda.;MG;37744.34
2024-09-28;12;Castro;GO;47164.94
2025-01-17;21;Silva;BA;37458.48
2025-02-26;11;Carvalho Carvalho S/A;CE;995.27
2023-08-10;11;Campos S.A.;SE;26662.47
2024-06-25;22;Costela;MA;29768.7
2023-10-24;32;Carvalho S/A;SC;10502.15
2023-09-28;21;Pereira;SC;5223.85
2023-04-19;11;Monteiro Vieira - EI;MS;17445.9
2024-08-07;11;Vieira;TO;27449.77
2024-11-03;31;Gonçalves e Filhos;MS;3153.9
2023-10-11;11;Cardoso e Filhos;AC;30987.2
2024-11-05;21;Peixoto Ltda.;GO;11780.02
2023-11-09;22;Lima;DF;21690.51
2024-08-28;12;Lima;CE;14668.52
2024-05-22;21;Carvalho e Filhos;SP;8898.0
2025-01-21;33;Moraes;PA;38365.33
2024-04-02;21;Aragão;AC;42816.15
2023-04-10;32;Nascimento;RR;29003.44
2024-11-24;31;Carvalho S/A;MS;38620.2
2024-04-24;21;Costela Ltda.;GO;39924.13
2025-01-02;21;Dias Duarte - ME;MA;27644.27
2024-05-24;33;Jesus;AC;2895.27
2024-10-25;22;Barbosa Farias S.A.;AP;45376.98
2024-10-13;33;Azevedo;PR;32850.42
2025-02-12;31;Vieira;SE;5119.88
2024-01-16;12;Rodrigues da Paz Ltda.;BA;34968.41
2025-03-23;22;Campos - EI;BA;37640.9
2023-09-12;22;Caldeira;DF;29738.92
2023-10-01;32;Duarte;AM;11661.84
2023-10-17;22;Castro;PA;28378.39
2023-08-01;33;Carvalho;PB;10961.22
2023-08-17;31;Ferreira;DF;41677.27
2024-09-23;21;Alves Rocha S.A.;MA;1060.64
2023-09-23;31;Martins Moreira Ltda.;PI;28406.62
2023-04-08;11;Ferreira;MS;32657.96
2023-09-19;33;Gonçalves;SP;27735.74
2025-03-11;32;da Conceição;PI;45198.52
2025-01-18;31;Pinto S/A;SE;20149.91
2024-01-25;31;Moura;RR;39676.54
2023-06-01;11;Peixoto - EI;MS;38136.54
2024-02-03;12;Cardoso;ES;39464.06
2023-06-01;31;Freitas Nascimento - ME;CE;22498.19
2024-08-14;12;Monteiro;SC;9982.9
2024-09-10;12;Barbosa;MA;26736.66
2024-04-15;22;da Costa Peixoto S/A;AL;23635.18
2024-08-05;31;Lima;PB;43250.8
2023-12-29;31;Araújo S/A;SC;1179.76
2024-05-24;22;da Luz;AC;41786.33
2023-06-06;31;da Luz Teixeira e Filhos;MT;42238.26
2023-06-26;22;Sales;MS;30443.99
2025-03-13;33;Gonçalves;BA;49504.91
2024-07-31;32;Nascimento;PA;38763.26
2023-04-22;33;da Costa;MG;27713.7
2023-10-09;32;Melo;AP;29525.14
2024-05-08;11;da Luz;AC;21955.47
2024-11-26;32;da Mota Nogueira Ltda.;AL;42399.55
2025-03-18;12;Peixoto Cavalcanti S.A.;MS;4525.44
2024-09-22;12;Almeida S.A.;TO;26414.87
2023-06-26;11;Costa Martins - ME;DF;41531.63
2025-01-25;11;Aragão;RO;4367.76
2025-01-19;33;Ramos e Filhos;RJ;5241.45
2024-02-04;31;Caldeira S.A.;SE;8166.72
2024-09-14;31;Melo;MA;15736.12
2024-05-31;32;da Rosa Caldeira - ME;RO;40310.88
2024-06-01;11;Alves Azevedo S/A;AC;27961.83
2023-08-22;12;Teixeira;MG;3582.65
2024-08-27;22;Martins Costela S/A;SE;13735.03
2025-01-16;12;Porto;CE;18277.25
2024-10-14;21;Azevedo Ltda.;SE;20377.56
2023-10-31;33;Rezende - EI;RO;17404.36
2025-02-02;22;Pires;SC;27926.52
2023-07-16;31;Azevedo;SC;43437.23
2023-11-22;12;Araújo - ME;CE;19815.03
2023-08-10;22;Teixeira;MA;31803.63
2024-07-01;12;Almeida Nascimento Ltda.;PA;18144.49
2024-11-20;21;Costela - EI;AP;22587.53
2024-03-15;22;Caldeira;TO;12999.09
2025-03-22;33;Novaes Cavalcanti - EI;PR;2354.78
2023-11-02;32;Fogaça da Luz S.A.;SE;36893.2
2023-07-23;32;Nunes;AL;2463.17
2023-06-15;21;Dias;PR;9199.37
2024-03-17;21;Almeida da Luz S.A.;AC;10034.14
2023-08-14;31;Cunha;TO;44268.54
2024-04-30;12;Almeida da Paz S.A.;PE;43785.04
2024-05-24;33;da Cunha S/A;SP;31921.63
2024-05-26;12;Costela - EI;MS;33284.28
2023-10-03;11;Moreira da Paz S/A;SC;27702.62
2025-02-21;11;Pinto - EI;DF;6736.13
2023-05-07;32;Campos;AM;21994.38
2024-02-14;12;Novaes;PA;27112.2
2023-05-07;33;Fernandes;AL;45471.41
2023-11-22;33;Jesus Ltda.;AP;21786.83
2024-06-04;12;Freitas;AM;25494.09
2025-03-10;21;Duarte Sales - EI;SC;44660.21
2023-08-04;11;Moreira Pinto Ltda.;MT;43166.23
2023-12-19;21;Ribeiro;MG;36927.4
2023-11-26;33;Silva;MA;7413.22
2023-09-25;22;Viana Ltda.;TO;3414.85
2024-04-16;32;Rezende - EI;RO;9642.35
2023-12-18;33;Barros Oliveira S/A;RS;21844.49
2024-01-21;21;Novaes S/A;AL;12001.07
2024-04-04;32;Duarte;RR;48983.06
2024-09-04;21;Cunha;RJ;46170.52
2024-11-28;33;Peixoto;AP;36564.42
2024-12-27;31;Pires - EI;TO;40071.43
2024-06-11;21;Melo;AP;20665.21
2024-10-11;31;da Cunha;ES;26359.25
2023-12-27;11;Nascimento S/A;RR;47282.87
2024-04-29;31;Nascimento - EI;RJ;960.01
2024-11-09;11;Rocha S/A;MA;37824.38
2024-07-20;12;Caldeira;MA;6082.48
2023-12-03;21;da Costa - EI;MS;187.98
2025-01-04;32;Castro S.A.;AL;4611.03
2023-05-23;21;Porto Duarte S.A.;PI;17178.99
2024-02-22;21;Cardoso;RS;9302.62
2024-08-23;22;Moura;TO;12067.22
2024-06-16;22;Novaes Mendes e Filhos;PE;24217.96
2023-10-16;32;da Luz;AC;13209.22
2023-04-04;32;Silveira - ME;TO;43213.77
2024-08-23;11;Rezende S.A.;AP;17717.48
2024-04-25;33;Almeida S/A;RN;23892.48
2024-01-06;22;Pinto Vieira e Filhos;ES;19569.74
2023-07-18;31;Azevedo;DF;18059.01
2024-03-12;11;Carvalho Fernandes S/A;AP;31558.11
2023-07-21;12;Caldeira e Filhos;RO;7391.96
2024-05-20;12;Dias S/A;PB;4960.38
2024-04-18;33;Barros Costa - EI;RJ;43948.56
2024-05-26;31;Cunha - ME;AC;41440.25
2023-10-19;21;Carvalho - EI;MG;36714.33
2023-05-24;22;Silveira;RS;24639.28
2025-02-05;33;Azevedo S/A;PA;29869.2
2023-07-26;11;Farias Cardoso S.A.;AC;39464.45
2024-10-04;33;Monteiro;AM;13531.32
2023-11-27;12;Castro Pires S.A.;RJ;28930.49
2024-08-02;33;Correia da Paz Ltda.;MA;10826.79
2024-02-03;21;Ramos da Luz S/A;AM;16826.15
2024-07-17;31;Peixoto;ES;47718.79
2024-08-12;33;Jesus - EI;AM;15164.22
2025-03-10;11;da Paz das Neves S/A;MS;35429.6
2023-12-12;33;Correia - EI;AC;15203.76
2023-05-05;33;da Conceição;PI;24186.86
2023-11-10;32;Sales;MG;18879.77
2025-02-02;12;Cardoso;AL;18392.95
2024-01-14;31;Barros;MG;16211.04
2024-06-20;33;Lopes Freitas - EI;SE;23022.74
2023-10-07;22;Vieira;RJ;48211.06
2023-08-06;33;Peixoto;RN;44498.73
2024-04-24;21;Nogueira;CE;3475.37
2023-09-15;31;Azevedo;MT;42343.97
2024-05-15;32;Cunha;AC;14795.35
2023-11-09;12;Moura;BA;31754.97
2024-09-07;12;Ribeiro S.A.;SC;25528.51
2024-11-19;11;Carvalho Gonçalves - EI;MT;12432.88
2023-07-20;21;das Neves;SE;12417.87
2024-11-23;31;Costa;RN;18943.34
2024-09-04;12;da Cruz;RS;9847.3
2024-03-01;12;Mendes;DF;45804.21
2024-03-10;33;da Mata;MS;41810.02
2025-01-17;21;Mendes;GO;17484.73
2024-01-03;31;Oliveira Cunha - EI;ES;24725.34
2024-02-09;22;Correia;AC;5651.32
2023-04-14;31;Costela - ME;PA;5787.0
2023-11-05;33;Jesus;RO;46377.61
2024-08-16;12;Campos;CE;11227.29
2024-07-05;31;da Luz;RN;20112.27
2024-08-30;31;Alves;PR;11576.1
2024-07-04;12;Souza;RN;27494.29
2023-07-06;21;Silveira Sales Ltda.;RS;6481.23
2025-03-02;33;Rocha;SP;23407.1
2024-05-12;32;Monteiro Ribeiro S/A;SP;42740.18
2025-01-12;21;Moura;MT;35594.35
2025-01-17;22;Almeida Ltda.;AP;43593.82
2023-06-02;32;Nunes Novaes e Filhos;RN;34906.43
2024-04-29;22;Alves Ferreira - EI;MA;22391.56
2023-12-25;31;Viana;PA;23389.43
2023-06-03;32;Lopes Castro - EI;MS;41273.8
2024-07-10;21;Ferreira Ltda.;AM;6804.28
2023-04-02;32;Nogueira S.A.;PE;45292.1
2025-03-18;12;Rocha Duarte - ME;MS;13992.63
2024-09-24;12;Fernandes;AC;23982.19
2024-02-24;11;da Mata da Conceição Ltda.;SC;16287.16
2024-12-25;22;Martins - EI;SP;15452.63
2023-08-12;12;Moreira;SE;24877.27
2024-07-30;32;Cavalcanti;AC;22596.93
2024-05-21;33;Pinto;DF;13578.88
2024-05-04;31;Mendes;SC;21588.65
2023-08-13;22;Teixeira e Filhos;MT;14285.56
2023-10-05;33;Peixoto S/A;MS;48484.77
2023-07-29;32;da Mata Castro - EI;PE;28403.86
2023-09-24;11;Moura Mendes - ME;PB;8464.13
2023-09-15;32;Castro;PI;48107.69
2024-02-25;33;Castro;TO;25146.3
2024-02-07;33;Pinto S.A.;RJ;12408.05
2024-01-16;22;Silveira;MA;22957.46
2023-04-24;31;da Rocha;DF;29591.42
2024-02-21;32;Castro;MA;34934.79
2023-09-17;11;Pereira;SE;6572.81
2023-07-28;31;Porto S.A.;AC;11549.12
2024-10-07;21;Lopes;MA;20348.94
2024-04-15;33;Costela S/A;PR;38877.55
2024-12-22;11;Souza Lopes S/A;PA;30522.37
2024-02-10;11;Silva Vieira - EI;AC;3422.59
2023-12-16;32;Teixeira Monteiro - ME;MS;48835.16
2024-04-12;33;Lopes;RN;40924.69
2024-06-13;32;Azevedo;RN;10112.0
2023-04-23;31;Cardoso Cardoso e Filhos;SP;37113.11
2024-05-01;12;Dias Ltda.;RR;43666.45
2023-10-04;22;Caldeira - ME;PA;20375.9
2024-04-16;11;Peixoto Gomes e Filhos;RS;14752.95
2024-04-23;12;Moreira S.A.;TO;6335.98
2024-03-01;22;Pereira da Rocha e Filhos;GO;32537.35
2025-03-21;21;Carvalho;TO;36373.67
2025-01-27;32;Araújo;PA;25287.76
2025-01-27;21;da Cunha;PI;32226.22
2023-09-18;22;das Neves;PE;43256.25
2023-06-16;21;Nascimento;PB;8790.42
2023-08-17;32;Rodrigues S.A.;MG;21523.37
2023-04-28;11;da Mata e Filhos;PB;24410.6
2023-10-15;32;Araújo;DF;43336.6
2024-02-13;31;Fernandes - EI;SC;9206.38
2024-02-08;21;Fernandes;AC;12596.36
2023-12-15;33;Cardoso Pinto S.A.;MG;35445.61
2023-05-28;11;Barbosa Ltda.;CE;549.34
2023-12-16;31;Sales S/A;CE;47804.67
2023-12-20;21;Fogaça da Mata Ltda.;AM;22766.64
2025-01-20;11;da Cruz S/A;DF;16757.74
2024-02-04;33;da Luz Ltda.;RN;24692.41
2024-05-06;21;Dias;RS;13565.37
2024-02-09;11;Campos;PE;45784.67
2024-11-19;32;das Neves;AC;4006.54
2025-02-15;12;Gomes;PR;45881.44
2024-09-17;33;Duarte;ES;27893.94
2024-10-21;31;Freitas Azevedo S.A.;RO;22658.13
2023-11-25;33;Lopes - ME;DF;37673.78
2025-01-30;11;da Rocha e Filhos;PE;38662.99
2024-12-05;22;Mendes da Cruz Ltda.;MS;43431.26
2024-06-25;22;Rodrigues Monteiro - ME;MG;17596.53
2023-05-20;21;Correia S/A;AL;48708.17
2024-02-28;22;Cavalcanti e Filhos;PI;37896.53
2024-03-26;33;Vieira;MA;41459.65
2023-08-23;33;da Rosa S.A.;PA;17824.9
2023-10-05;21;Barbosa;MT;46676.36
2024-11-17;32;Moraes Rezende S/A;AL;31834.16
2024-04-14;11;Santos Caldeira e Filhos;ES;41817.23
2024-03-11;32;Sales - ME;PE;41382.94
2024-01-15;32;Sales Gonçalves e Filhos;AP;10254.6
2024-06-11;33;Pires Correia e Filhos;SC;26493.63
2024-09-20;33;Correia Martins e Filhos;PE;13471.73
2024-03-02;11;Dias;AP;8252.06
2024-11-05;22;Monteiro;MS;12769.88
2023-12-24;33;Fernandes S/A;RO;22403.3
2024-11-29;33;Castro Silva S/A;AC;28972.61
2025-02-07;32;Gonçalves Ltda.;SC;19299.86
2025-03-29;11;Duarte S.A.;DF;3284.02
2024-03-05;22;da Rocha - EI;RJ;13670.58
2024-04-16;11;Rocha;RR;31638.28
2024-06-01;22;Porto;ES;6533.2
2024-10-13;21;da Paz;CE;16961.01
2024-10-15;33;Castro Ltda.;AL;18200.13
2023-10-28;32;Pereira;RO;47480.44
2024-07-05;33;Peixoto;RR;49822.95
2023-10-18;21;Pinto Almeida e Filhos;MG;4108.49
2023-11-25;22;Pereira Cunha - EI;SE;40947.38
2023-06-22;22;da Paz;MS;14843.93
2023-05-19;12;Barbosa;GO;1486.6
2024-12-25;12;Ferreira;PA;33898.97
2024-12-30;22;Mendes Nunes e Filhos;DF;6905.26
2023-10-16;11;Silva;AM;4703.64
2025-01-08;11;Costa Azevedo e Filhos;AL;34613.15
2023-09-13;33;Fogaça;PA;1201.46
2024-11-20;32;Farias Moreira S.A.;MG;5893.79
2024-04-19;31;Silveira Oliveira e Filhos;SC;41917.45
2025-02-10;22;Novaes;MA;39560.81
2023-06-21;32;Duarte;RN;759.9
2024-04-08;32;Silva;AM;24314.73
2023-06-29;31;Souza;RO;36381.33
2024-04-10;31;Ramos;RO;39381.23
2025-02-27;12;Lopes Ltda.;PA;45229.34
2024-06-15;21;Fernandes Ltda.;PR;18108.23
2024-01-10;32;Azevedo;AM;27111.63
2024-10-31;21;Teixeira Araújo - EI;PI;19247.46
2024-07-27;12;Oliveira;ES;19598.33
2024-01-08;32;Monteiro - EI;MT;24481.92
2023-04-09;31;Barbosa S/A;DF;42093.66
2024-03-25;12;Moreira - EI;AP;10858.19
2023-11-15;32;das Neves - EI;PE;31051.41
2024-10-22;11;Sales Nunes - EI;PB;19111.59
2024-02-02;21;Nascimento S/A;AM;45801.43
2024-01-21;21;Rodrigues;SE;49002.07
2023-06-15;33;Caldeira e Filhos;PE;16051.88
2025-03-11;11;Rezende;AL;16029.37
2024-05-17;21;da Mata;TO;14796.37
2023-12-27;32;Gomes S.A.;PR;17851.09
2023-03-31;11;Rezende;RJ;16152.96
2024-12-17;22;Silveira;SC;103.12
2024-06-05;32;Vieira;CE;12659.81
2024-11-14;21;Sales Ltda.;AL;29003.41
2025-03-25;31;Ribeiro;GO;10854.22
2024-01-05;22;Ribeiro Ltda.;GO;16151.96
2024-09-14;22;da Mata Jesus - EI;RO;6898.57
2023-10-12;11;Rocha S.A.;RS;10156.77
2025-01-31;31;da Paz;AL;32421.65
2023-05-27;22;da Rosa;MG;49776.25
2023-10-07;22;Oliveira da Mota - ME;MA;11438.77
2024-07-13;21;Monteiro Freitas S.A.;PE;15497.28
2023-09-25;11;Almeida Ltda.;DF;41465.39
2023-05-19;31;da Costa;PE;41498.74
2023-10-17;12;da Conceição;BA;4909.39
2023-11-01;33;Porto Ltda.;AL;20737.94
2023-10-13;33;Vieira;RO;8112.75
2024-02-02;33;Sales;SP;3955.72
2023-09-27;32;Ferreira - EI;PA;46578.82
2024-09-15;22;Freitas;DF;28483.75
2024-05-17;12;Araújo;PI;36362.06
2024-08-25;22;Araújo S.A.;ES;44785.82
2024-06-06;22;Peixoto;MA;14116.52
2025-02-22;22;Viana;AL;2909.65
2023-10-08;22;da Rosa;MA;45576.32
2024-02-24;21;Farias;CE;7053.56
2024-08-29;32;da Costa - EI;BA;7645.06
2023-05-31;11;Souza;PB;38956.24
2023-08-30;11;da Cruz;SC;40328.9
2024-03-28;21;Farias Pereira Ltda.;PB;11067.25
2023-11-07;12;da Rosa;SP;9058.24
2024-12-07;33;Oliveira S/A;PE;41202.02
2023-09-24;33;Mendes e Filhos;AM;10566.11
2024-12-02;32;Moura;PR;5214.95
2025-02-21;12;Fernandes Fernandes - ME;SC;8317.83
2023-10-02;12;Barbosa;MS;16880.68
2024-08-20;21;Azevedo;AP;2300.23
2024-03-29;21;Vieira Cunha - EI;AP;3538.42
2024-06-08;22;Rocha e Filhos;PB;6736.56
2025-02-26;21;Cardoso;MS;43952.16
2025-02-19;11;Sales;SC;5817.28
2024-05-06;33;Nunes;GO;48723.16
2023-06-23;11;Barros;DF;9170.82
2023-05-31;11;Novaes;PA;7351.41
2024-04-26;31;Moreira Moreira S/A;AC;13698.92
2024-04-30;21;Gomes Souza e Filhos;AP;41064.61
2024-09-04;32;Ramos da Rosa e Filhos;RR;6213.97
2024-10-29;33;da Rocha Ferreira e Filhos;CE;44178.38
2024-09-22;32;Ramos - EI;SC;30914.47
2023-06-08;21;Gomes Mendes S/A;AM;23318.42
2024-10-11;12;Rocha e Filhos;AL;18944.76
2024-08-18;31;da Cunha;PR;38002.52
2024-12-27;12;Jesus;RS;49694.5
2024-09-03;21;Santos;SP;41001.79
2024-05-20;22;Pereira - EI;RO;3099.42
2024-09-18;21;Farias Nunes - ME;GO;17542.57
2023-05-09;32;Barbosa Ltda.;SC;48081.09
2023-12-18;32;Moura S/A;ES;48336.21
2024-08-04;31;Caldeira;MG;15541.51
2024-05-23;32;Gonçalves da Cunha - ME;TO;44369.56
2023-04-09;33;Castro - EI;AC;35690.34
2023-12-01;12;Costa;MA;468.71
2023-07-10;22;Cavalcanti Farias e Filhos;SE;23215.7
2024-04-28;33;Souza;ES;34962.01
2023-06-05;21;Melo da Luz - EI;RO;12684.19
2023-06-16;21;Fogaça;MT;32541.01
2024-06-16;11;Nunes Porto e Filhos;RJ;34348.51
2024-06-21;22;Barbosa;RS;26374.47
2023-11-08;11;Caldeira Teixeira S.A.;SC;45553.77
2025-03-29;12;Mendes;MG;8249.3
2023-10-21;33;Duarte Castro S/A;CE;12228.07
2023-12-13;32;Silva Lima e Filhos;BA;38016.73
2025-03-17;12;Alves;CE;47014.72
2024-04-15;21;Vieira - EI;RJ;31496.99
2023-11-05;22;Mendes e Filhos;MT;36048.18
2024-09-18;33;Carvalho Porto - ME;AM;16294.33
2024-11-28;31;Pinto S.A.;PE;42662.31
2025-03-14;33;da Conceição S.A.;PI;32405.47
2023-09-28;11;Azevedo;PR;39950.04
2024-09-04;12;Fogaça Carvalho e Filhos;MT;29251.81
2024-09-26;22;Monteiro;MG;798.97
2023-10-11;31;Costa;MT;2466.32
2023-12-09;33;Oliveira;GO;15496.59
2023-12-03;33;Jesus;AC;47874.61
2025-03-18;33;Ribeiro;AC;14011.93
2024-12-30;32;Mendes Carvalho - ME;MS;9004.7
2024-08-04;11;da Rocha;RS;41370.07
2023-08-23;12;Castro Gomes S/A;PR;47186.03
2024-09-09;33;Porto;RO;28468.77
2023-12-27;31;Azevedo Peixoto e Filhos;TO;17241.46
2024-04-18;31;Ramos;SE;42928.33
2024-05-31;21;Pereira Ribeiro - ME;RO;37940.41
2023-08-09;11;Barros S/A;AC;10557.5
2024-01-13;32;Melo;AP;7964.36
2024-12-20;21;Nascimento;AP;46064.34
2023-10-30;11;Jesus S/A;PR;39415.37
2023-07-08;33;da Rocha;MS;15710.2
2024-09-27;12;Correia S.A.;ES;1746.09
2023-08-03;22;Moraes;MA;49873.49
2023-10-18;31;da Mota Vieira - EI;CE;38942.94
2024-06-07;22;Ribeiro Santos S/A;SC;4825.13
2024-10-26;32;Lopes S/A;PB;47684.86
2024-10-05;21;da Mota S.A.;MA;6936.91
2025-02-09;21;Costa Melo S/A;AC;23288.12
2023-05-03;21;Cavalcanti Peixoto Ltda.;MA;37214.76
2023-05-16;33;Rezende S/A;RR;19136.24
2024-09-15;33;Cardoso;RN;18754.86
2024-09-05;12;Moreira;RJ;43509.16
2024-01-01;33;Nunes;BA;43146.21
2025-03-05;21;Melo S/A;AP;13534.19
2024-01-12;22;Monteiro Castro S/A;PB;15432.5
2025-01-10;11;Porto;MA;46646.95
2023-12-01;31;Cunha;RN;8729.09
2024-11-04;33;da Cunha;MG;48030.2
2024-04-06;31;da Mota S.A.;PE;6060.6
2025-02-02;12;Gomes;MT;24919.86
2024-05-28;33;Castro;RJ;41390.56
2024-11-17;31;Cardoso Moreira Ltda.;MT;23845.46
2024-07-26;21;da Luz Caldeira S/A;RN;26944.54
2024-12-27;32;Fogaça Teixeira e Filhos;RN;42491.04
2023-11-30;32;Rodrigues;PR;16299.45
2024-01-11;11;da Paz Barbosa - ME;AC;9812.25
2023-08-11;33;da Rosa;TO;3974.34
2024-10-10;33;Almeida Fernandes - ME;SC;4715.79
2024-12-14;11;da Costa;RJ;10021.97
2023-06-17;31;Castro;AM;45712.44
2024-06-12;21;Peixoto;TO;5442.23
2023-09-05;32;Costa - ME;MA;36744.93
2025-02-25;12;Cavalcanti;MG;40832.21
2024-11-13;12;Oliveira;GO;35265.63
2023-07-12;31;Santos;RS;2216.99
2024-03-22;21;Rodrigues S.A.;AM;20676.76
2025-02-14;31;Nunes e Filhos;SC;25730.09
2023-12-19;21;Moreira da Cruz - ME;ES;31007.25
2023-05-25;12;Aragão;TO;24466.37
2024-04-29;33;da Cruz S/A;MT;32176.07
2023-05-19;12;Martins S/A;CE;14167.07
2024-04-24;22;da Conceição Alves - ME;RS;33202.64
2025-01-06;32;Santos;BA;386.14
2023-05-21;32;da Paz;SE;21732.16
2024-07-06;21;Cardoso;MT;11341.96
2024-04-27;33;Rezende;MT;42726.2
2023-11-15;22;Correia;RS;3778.48
2024-07-14;32;Vieira Cunha S.A.;PI;39003.8
2024-05-09;32;Melo - EI;MT;22247.56
2024-12-30;31;Mendes Nascimento S/A;PR;11765.12
2023-07-29;31;Ferreira Lopes - EI;PR;16578.94
2025-02-02;31;da Rosa Costela Ltda.;GO;26300.08
2024-07-05;21;Teixeira;MS;37636.45
2024-01-02;31;da Paz S.A.;SE;20683.32
2023-09-27;21;Araújo da Rosa S.A.;SC;21730.34
2023-12-25;11;Gonçalves Martins - EI;TO;4004.99
2024-08-08;22;Martins e Filhos;MS;20579.39
2023-05-29;32;Alves;PA;35718.31
2024-09-09;33;Rodrigues;DF;43611.22
2024-05-28;21;Barbosa;AP;12270.22
2023-06-22;31;Pires;ES;31253.32
